timestamp,T_obs,P_true,P_obs,P_pred,F_obs,R_obs,physics_residual,physics_violation,anomaly_flag,anomaly_type
0,294.9816047538945,175.0,0.0,0.0,172.99983109899705,649.4560206022082,0.0,False,0,none
1,318.0285722563966,177.5,177.6029295311203,179.3670947111141,118.45119955987116,547.408887581029,1.764165179993796,False,0,none
2,309.2797576724562,175.52161958898284,175.1729221955615,176.02099778923906,134.66396943698862,563.179612486108,0.8480755936775495,False,0,none
3,303.9463393678815,173.29006496844156,174.11838175839682,173.56605331538591,166.32806368578184,590.3355640904609,0.5523284430109072,False,0,none
4,286.2407456176975,172.95421242660973,173.0757841141974,172.80255613627756,148.20893445244798,601.8266671824742,0.273227977919845,False,0,none
5,286.2397808134481,172.05278938817438,171.4060609345232,171.71033524656332,173.85710386348939,621.130904605272,0.30427431204012123,False,0,none
6,282.323344486728,171.41237025820863,171.19578827698965,170.63948838884988,196.12079012228597,627.7300144817472,0.5562998881397618,False,0,none
7,314.6470458309974,173.91237025820863,173.85093516209395,178.42182874981253,111.65466877151975,727.8581727437679,4.570893587718587,True,0,none
8,304.0446004697284,171.41237025820863,171.37135537941958,170.1529263312313,170.9567716398061,754.7865954130207,1.218429048188284,False,0,none
9,308.3229031118418,173.91237025820863,173.91443111544186,173.95005829070774,123.03441556321145,654.439604063178,0.03562717526588699,False,0,none
10,280.8233797718321,171.41237025820863,170.97138750475003,171.39016274392495,141.44767274075693,953.648209960364,0.41877523917492,False,0,none
11,318.7963940864798,173.91237025820863,173.83730436940473,176.0041247148608,103.28627257951398,776.5698616694773,2.166820345456074,False,0,none
12,313.29770563201686,174.20690311996535,174.28267003028017,173.19158910405824,113.59073822926989,893.7384640167033,1.0910809262219345,False,0,none
13,288.49356442713105,171.70690311996535,171.80170624317128,171.4399831941809,131.97772890488997,962.1189162104217,0.36172304899037044,False,0,none
14,287.272998688284,170.71286069237635,170.9183692458571,170.73711256181713,134.1985805287985,581.5675572879026,0.18125668403996542,False,0,none
15,287.33618039413733,168.21286069237635,167.95542928465744,168.19465754211387,189.9585216462096,713.9372418578173,0.23922825745643195,False,0,none
16,292.1696897183815,168.82460623574704,168.6087383893081,169.39373889229276,174.1812909266515,716.6052008573045,0.7850005029846727,False,0,none
17,300.99025726528953,167.57219671114126,167.42601632190795,168.2996631936208,197.21829681870412,677.2361252191771,0.8736468717128503,False,0,none
18,297.27780074568466,169.11482571124694,168.96602652707153,168.79519109494518,159.90715103352406,504.45293327582,0.17083543212635277,False,0,none
19,291.6491656079217,171.61482571124694,171.36694197263256,171.25839003267197,124.1713732091318,907.9860538890475,0.10855193996059143,False,0,none
20,304.4741157888952,170.62461706009086,170.98149428964206,171.506702450349,132.76550299216427,555.7796607769515,0.5252081607069385,False,0,none
21,285.57975442608165,169.6907386759733,169.97769492394386,170.036084960582,131.9835923291967,997.7402989608795,0.05839003663814424,False,0,none
22,291.6857859414087,169.75574090777658,169.41769429759364,169.92340706933246,132.64943276632516,886.4792459555908,0.5057127717388141,False,0,none
23,294.65447373174766,167.5436870830656,167.0987498063808,168.06793822945622,167.29641731118159,790.0050088032572,0.9691884230754226,False,0,none
24,298.24279936868146,168.1418784736879,167.85764893379874,168.11613075926238,153.0807928090416,577.3032088707987,0.2584818254636332,False,0,none
25,311.40703845572057,169.6968653596702,169.47736078391245,170.28272290432153,138.54241780866442,757.6964856966235,0.805362120409086,False,0,none
26,287.9869512863344,168.7940084682438,169.1325976460636,168.7506462023735,114.90897687287166,630.5543704289045,0.3819514436900988,False,0,none
27,300.5693775365445,170.03162529439095,170.17506874205213,170.4265693808787,102.21391629421458,626.1612622715347,0.25150063882657037,False,0,none
28,303.6965827544817,169.5214894208264,169.36512584233907,169.8755308634376,121.88346775876926,914.7646246912427,0.5104050210985349,False,0,none
29,281.8580165087999,168.77481994162264,168.73793528824478,167.88233566384386,110.74714039686813,690.3222119797174,0.8555996244009236,False,0,none
30,304.30179407605755,167.66031687937775,166.90078168281457,167.25053339201685,178.54450308522394,725.361901695402,0.3497517092022804,False,0,none
