Time,Power,Fuel_Temp,Coolant_Temp,Pressure,Flow,Episode_ID,Label
0.0,1.006265819182764,1094.9610428218887,289.9483874756775,9.544756988091764,8012.241291569398,0,0
0.1001669449081803,1.0127435238629068,1095.0100139076028,289.9611840698547,9.674952262531676,7991.169420676574,0,0
0.2003338898163606,1.0219229303254131,1095.194770358888,289.982597480801,9.692098376696395,8010.792011946911,0,0
0.3005008347245409,1.031394168785921,1095.5297293138594,290.0099148198106,9.660869811797786,7993.017496926297,0,0
0.4006677796327212,1.0411594589742807,1096.018314796262,290.0429155754812,9.60133501744248,8008.813297320302,0,0
0.5008347245409015,1.0512199821248278,1096.662348908191,290.08148240216366,9.643738261106824,8009.150873907621,0,0
0.6010016694490818,1.0615747833496092,1097.460357194229,290.1257103368141,9.652691188111657,7988.9460346015,0,0
0.7011686143572621,1.0722287375224087,1098.4197717915492,290.1751254152681,9.700969172864472,7992.542218614006,0,0
0.8013355592654424,1.0831796741964206,1099.5372836794263,290.22993866124693,9.655208626136732,8003.7022876707615,0,0
0.9015025041736228,1.094401285401633,1100.8291829677144,290.28839571646256,9.702469146549634,8003.1742102360995,0,0
1.001669449081803,1.1058801739220006,1102.303765321986,290.3496031818043,9.720672580224754,8018.337578254565,0,0
1.1018363939899833,1.11764521526042,1103.9431507950594,290.4154866325944,9.607779652019403,8023.6189301332915,0,0
1.2020033388981637,1.1296964094168922,1105.747339386934,290.48604606883293,9.628582674642425,7994.515006972972,0,0
1.302170283806344,1.1420337563914165,1107.7163310976102,290.5612814905199,9.690643623898673,8014.945686447043,0,0
1.4023372287145242,1.1546572561839934,1109.850125927088,290.6411928976552,9.63801922811663,7984.15493431669,0,0
1.5025041736227045,1.1675669087946223,1112.148723875367,290.7257802902388,9.597954408567245,8008.800219039229,0,0
1.6026711185308848,1.180762714223304,1114.612124942448,290.81504366827085,9.563539189141663,8010.88039734648,0,0
1.7028380634390652,1.194244672470038,1117.2403291283301,290.9089830317513,9.689291747213694,8000.249183225585,0,0
1.8030050083472455,1.2080127835348242,1120.033336433014,291.00759838068007,9.663133677305773,7993.432157774836,0,0
1.9031719532554257,1.2220505001856337,1122.9985984662862,291.11035858278785,9.700609964835515,7994.660414375953,0,0
2.003338898163606,1.2362802005703606,1126.171070183262,291.2147721355448,9.606786945252777,8001.206725743788,0,0
2.1035058430717863,1.2507769952429149,1129.5169275257754,291.32324993395025,9.655885489594166,8003.023638865186,0,0
2.2036727879799667,1.265540884203296,1133.0361704938261,291.43579197800426,9.654257435250127,8011.968703532294,0,0
2.303839732888147,1.2805718674515048,1136.7287990874147,291.55239826770674,9.694219349542978,7994.457544626377,0,0
2.4040066777963274,1.2958699449875408,1140.594813306541,291.67306880305784,9.67419350902877,7989.578477449985,0,0
2.5041736227045077,1.311435116811404,1144.6342131512044,291.7978035840574,9.734385963679351,8004.8370974136515,0,0
2.604340567612688,1.3272673829230945,1148.8469986214059,291.9266026107056,9.764533735872467,7991.211127282878,0,0
2.704507512520868,1.3433667433226124,1153.233169717145,292.0594658830022,9.644710412959796,7986.567177740217,0,0
2.8046744574290483,1.3597331980099574,1157.7927264384214,292.1963934009474,9.738884919605136,8008.044714929569,0,0
2.9048414023372287,1.37636674698513,1162.5256687852357,292.33738516454105,9.696841559681038,7987.129627426646,0,0
3.005008347245409,1.3931577583500627,1167.4606763497654,292.48316224642514,9.639209116805983,7993.050234241257,0,0
3.1051752921535893,1.4101799131005506,1172.5784742590224,292.6332400307968,9.68368800728889,8000.889306997991,0,0
3.2053422370617697,1.427446843695167,1177.8754962758153,292.78752885403543,9.795583474856471,8007.211022407491,0,0
3.30550918196995,1.4449585501339124,1183.3517424001445,292.946028716141,9.72504086476513,7991.433193126038,0,0
3.4056761268781304,1.4627150324167864,1189.0072126320094,293.10873961711354,9.587648850363806,7991.840084563153,0,0
3.5058430717863107,1.4807162905437892,1194.8419069714105,293.275661556953,9.73625671585758,7983.596988241272,0,0
3.606010016694491,1.4989623245149208,1200.8558254183476,293.4467945356595,9.770975319648423,8010.5565202954995,0,0
3.7061769616026714,1.5174531343301811,1207.0489679728207,293.62213855323284,9.764856048705603,7997.300520165547,0,0
3.8063439065108513,1.53618871998957,1213.4213346348297,293.80169360967324,9.730535944489253,8006.777427482243,0,0
3.9065108514190316,1.5551690814930879,1219.972925404375,293.98545970498054,9.770590414147634,8004.129407631543,0,0
4.006677796327212,1.5743549408221336,1226.7038076093907,294.1757870203944,9.708800881767564,7996.326278937089,0,0
4.106844741235393,1.5937465443743632,1233.6143029136756,294.3725948088283,9.715066843178693,7988.715285749229,0,0
4.207011686143573,1.6133650376926978,1240.7049443134865,294.5745011840296,9.777519930981319,7996.5191979979145,0,0
4.307178631051753,1.6332073463513588,1247.9763005041464,294.78157464197335,9.701617388580285,7999.42861966396,0,0
4.407345575959933,1.653270395924568,1255.4289401809779,294.99388367863446,9.700556014516552,7985.744234841447,0,0
4.507512520868113,1.6735511119865467,1263.063432039304,295.21149678998785,9.70024232670372,8011.5107668241935,0,0
4.607679465776294,1.6940464201115166,1270.8803447744472,295.43448247200854,9.74972342200252,8007.379929041326,0,0
4.707846410684474,1.7147532458736992,1278.880247081731,295.6629092206713,9.605702193026886,7997.27774848941,0,0
4.808013355592655,1.7356685148473157,1287.0637076564778,295.8968455319513,9.66704506797592,8009.441560785471,0,0
4.908180300500835,1.756789152606588,1295.4312951940103,296.13635990182337,9.768116072226968,8005.5271192867285,0,0
5.008347245409015,1.778112084725738,1303.9835783896517,296.3815208262625,9.713175074572744,7995.504593461256,0,0
5.108514190317195,1.7996342367789864,1312.7211259387248,296.63239680124354,9.763894774736606,8003.212686515825,0,0
5.208681135225376,1.8213525343405552,1321.644506536552,296.88905632274157,9.802385005443433,7997.4968789468985,0,0
5.308848080133556,1.8432639029846658,1330.7542888784565,297.1515678867314,9.859160478391313,8009.128825079316,0,0
5.409015025041736,1.8653712916947802,1340.0416456085666,297.4215629438541,9.772865108995788,7999.724731841407,0,0
5.509181969949917,1.8876881154314558,1349.4814232585602,297.7033886572454,9.777473476813386,7994.22353491255,0,0
5.609348914858097,1.910194376808553,1359.1005890292527,297.99272235189994,9.728199092180875,7978.998798508136,0,0
5.709515859766277,1.932887359871598,1368.8991524285384,298.28972553995277,9.784869782098431,7982.412240440285,0,0
5.809682804674457,1.9557643486661167,1378.8771229643096,298.5945597335388,9.776482642730294,7996.382800652794,0,0
5.909849749582638,1.9788226272376355,1389.0345101444611,298.9073864447932,9.732337883962915,8010.519610375299,0,0
6.010016694490818,2.0020594796316793,1399.3713234768854,299.2283671858508,9.82912211267884,7987.772222178055,0,0
6.110183639398999,2.025472189893776,1409.8875724694763,299.55766346884667,9.794688668716411,8000.685828406018,0,0
6.210350584307179,2.049058042069451,1420.583266630127,299.89543680591595,9.921061169257838,8004.292197654956,0,0
6.3105175292153595,2.0728143202042295,1431.4584154667311,300.2418487091935,9.88693688182572,7999.816287514113,0,0
6.410684474123539,2.096738308343639,1442.5130284871823,300.59706069081443,9.874306547472127,8008.69617720581,0,0
6.510851419031719,2.120827290533204,1453.7471151993736,300.9612342629138,9.854743366232892,8001.425674341705,0,0
6.6110183639399,2.145078550818452,1465.160685111199,301.3345309376265,9.885985108596527,8012.104447068679,0,0
6.71118530884808,2.1694893732449083,1476.7537477305516,301.7171122270875,9.829861584251152,8008.989481095959,0,0
6.811352253756261,2.1940570418581,1488.5263125653246,302.109139643432,9.899916610609456,7988.562167943342,0,0
6.911519198664441,2.2188180639443402,1500.4486041993844,302.51451770015746,9.86263706866518,8011.429047232876,0,0
7.011686143572621,2.243744156479179,1512.5400469880867,302.9309680911728,9.901545362719004,7988.511564240377,0,0
7.111853088480801,2.2688285362460916,1524.8037389931703,303.3582641973142,9.877862260513886,8017.923650419738,0,0
7.212020033388982,2.2940690777898918,1537.2392413155103,303.79662388097205,9.844400512643102,8009.285141968031,0,0
7.312186978297162,2.3194636556553934,1549.846115055983,304.24626500453684,9.983039303058886,8002.853497306636,0,0
7.412353923205343,2.3450101443874116,1562.623921315464,304.7074054303992,9.866712341336724,8002.549441639546,0,0
7.512520868113523,2.37070641853076,1575.5722211948287,305.1802630209495,9.903915831775965,8002.100958066447,0,0
7.612687813021703,2.396550352630251,1588.690575794953,305.6650556385783,9.923837938007562,8006.494207852505,0,0
7.712854757929883,2.422539821230702,1601.9785462167124,306.1620011456761,9.858427854219801,7991.87475464392,0,0
7.813021702838063,2.448672698876924,1615.4356935609824,306.6713174046333,9.87119541985121,8002.6520261723645,0,0
7.913188647746244,2.4749468601137323,1629.061578928639,307.1932222778406,9.939799302195784,8011.042681188885,0,0
8.013355592654424,2.501360179485941,1642.8557634205574,307.7279336276884,10.018940046980825,7998.163471791318,0,0
8.113522537562604,2.527910531538364,1656.8178081376138,308.27566931656713,9.967329127001095,7992.940037295093,0,0
8.213689482470786,2.554595790815816,1670.9472741806837,308.83664720686744,10.07355300830785,8003.47543199441,0,0
8.313856427378965,2.5814335995975632,1685.23355022296,309.4119816848624,9.820941549164118,8010.115271506661,0,0
8.414023372287145,2.608425599812051,1699.674258678939,310.0020614746774,10.06397223062701,8016.956527594665,0,0
8.514190317195325,2.635554316412177,1714.276859511863,310.60640829035185,9.970907403682357,8002.277956900135,0,0
8.614357262103505,2.6628181392822263,1729.0406486301779,311.22526336641045,10.051171566691652,8001.116719188032,0,0
8.714524207011687,2.6902154583064872,1743.9649219423309,311.8588679373782,10.012804121691936,8014.0397243793195,0,0
8.814691151919867,2.7177446633692455,1759.0489753567674,312.50746323777975,10.029198879197589,7990.559340868408,0,0
8.914858096828047,2.7454041443547883,1774.2921047819345,313.17129050214,10.03826857375349,7999.401917062872,0,0
9.015025041736227,2.773192291147403,1789.6936061262788,313.85059096498395,10.14205987463261,8019.0919080222875,0,0
9.115191986644408,2.801107493631376,1805.252775298247,314.5456058608362,10.018484161403913,8007.031596318095,0,0
9.215358931552588,2.8291481416909936,1820.9689082062846,315.2565764242217,10.157090612192507,7999.5626337500125,0,0
9.315525876460768,2.857312625210544,1836.841300758839,315.9837438896653,10.15138765049471,7998.237617455028,0,0
9.415692821368948,2.8855993340743122,1852.869248864356,316.7273494916917,10.060499638367363,7995.297284028151,0,0
9.51585976627713,2.9140066581665875,1869.052048431283,317.48763446482593,10.116364804778422,7994.661743000708,0,0
